#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG01486	AMR	AMR	0	0.0025	0.9975	0	0	-1.1106	-2.1957	13.4205	-10.7484	1.1497	-3.112	-2.546	6.4362	-4.627	-1.0511
HG00629	EAS	EAS	1	0	0	0	0	-7.6538	-44.694	3.1269	7.4218	1.7575	-3.1249	-2.7358	4.6931	-5.0281	0.7324
HG02953	AFR	AFR	0	0.9999	1e-4	0	0	62.7269	-17.2785	1.7142	0.7506	2.0293	-3.0641	-5.5796	8.1048	-3.1516	-1.6611
HG04106	SAS	SAS	0	0	0	1	0	1.945	-8.4882	-20.2158	-5.9739	1.7503	-0.3349	-1.8576	6.8611	1.1899	0.1533
NA19024	AFR	AFR	0	1	0	0	0	60.1201	-16.808	-1.777	0.8358	0.2412	-2.095	-4.7946	3.3386	0.2685	-2.6218
NA18612	EAS	EAS	1	0	0	0	0	-5.1674	-42.6892	4.1114	6.7614	-5.6766	-4.6277	-2.9324	3.8008	0.1166	-1.5584
HG01101	AMR	AMR	0	0.0035	0.9965	0	0	9.3288	1.7123	7.0329	0.5656	3.6277	-9.2831	-3.3771	3.2046	-2.3362	2.2904
HG01989	AFR	AFR	0	0.9989	0.0011	0	0	52.3898	-13.3539	1.3186	3.7279	1.4977	-2.7444	-2.9892	4.6948	-1.2776	-1.5675
HG03702	SAS	SAS	0	0	0	1	0	2.7217	-6.789	-17.3051	-3.4647	-0.6666	0.2718	-2.1027	9.5155	0.2486	-2.6436
HG02577	AFR	AFR	0	0.9994	6e-4	0	0	51.1772	-9.7733	1.6338	2.2457	-0.1532	-4.0733	-1.8203	5.4425	-2.3589	-1.1102
HG02793	SAS	SAS	0	0	0	1	0	3.6254	-5.8518	-19.9383	-4.284	1.3455	-0.4449	-1.3943	4.9411	0.4357	-6.2103
HG03812	SAS	SAS	0	0	0	1	0	1.8005	-12.6003	-17.4405	-1.9833	6.2847	-5.6315	-5.4705	8.5625	4.3391	-3.6268
HG00145	EUR	EUR	0	0	0.0096	0	0.9904	-0.2058	12.9112	4.7325	9.3692	1.7842	-3.6059	-3.3408	6.2256	-0.5891	-6.4524
NA18530	EAS	EAS	1	0	0	0	0	-7.1945	-44.904	2.7281	5.9441	-4.0133	-0.8315	-2.128	5.9069	-0.6091	-4.4046
HG03088	AFR	AFR	0	1	0	0	0	62.1674	-16.8075	0.2354	0.5783	1.6886	-3.535	0.7311	6.1861	-2.3217	0.13
NA19007	EAS	EAS	1	0	0	0	0	-7.8425	-42.947	2.4632	6.5595	-5.7641	-5.386	-5.7479	5.5064	3.8686	-2.1842
HG02462	AFR	AFR	0	0.9998	2e-4	0	0	59.5504	-15.7866	0.5265	0.8501	1.1728	-2.4058	-0.0043	9.8822	-1.5982	-0.7335
HG01571	AMR	AMR	0	3e-4	0.9997	0	0	-6.1776	-12.7892	16.5054	-23.9976	4.0453	-2.5834	-7.807	9.8471	1.0355	0.4021
HG02224	EUR	EUR	0	0	0.1189	0	0.8811	-0.1999	13.0776	5.655	9.5012	3.4709	-4.5145	-1.6498	1.9251	-2.005	-1.4995
HG01816	EAS	EAS	1	0	0	0	0	-7.3518	-44.1138	2.2537	9.8799	6.376	-4.4704	-1.8266	4.3847	-3.1899	-2.8622
NA18749	EAS	EAS	1	0	0	0	0	-8.2547	-43.8108	1.8904	5.9733	-0.4736	-3.687	-2.9111	4.1564	-1.6427	-1.332
HG02081	EAS	EAS	1	0	0	0	0	-8.7659	-43.4352	0.0971	8.0821	9.3177	-4.0793	-1.8635	7.4651	1.7669	-2.0876
HG03085	AFR	AFR	0	1	0	0	0	64.4311	-16.8351	-0.5283	0.296	1.315	-3.6148	0.7422	4.591	-1.2684	-3.3624
HG02582	AFR	AFR	0	0.9997	3e-4	0	0	62.1265	-17.4	1.2493	1.8087	2.8678	-3.9239	-0.8885	5.0123	-3.8884	-1.5075
NA18565	EAS	EAS	1	0	0	0	0	-7.7044	-45.1828	3.8241	6.9732	3.1734	-3.5636	-4.7564	-0.2954	-6.2154	-0.9071
HG01507	AMR	EUR	0	0	0.5899	0	0.41	1.4112	10.9531	6.1568	9.6812	2.052	-8.2946	-3.0928	3.6679	1.221	0.8972
HG02597	SAS	SAS	0	0	0	1	0	0.8256	-0.1156	-13.3226	-2.7563	-1.5772	-3.6888	-5.5243	2.1072	-2.1731	-0.1026
HG01988	AFR	AFR	0	0.777	0.223	0	0	33.9116	-2.4683	4.0633	3.5034	3.0219	-1.8132	-1.6322	6.4043	1.2993	-1.4842
NA19431	AFR	AFR	0	0.9986	0.0014	0	0	59.0603	-17.5147	-0.6937	-0.0386	5.7636	-1.9428	-6.0391	1.3474	-2.4348	-0.5024
NA18539	EAS	EAS	1	0	0	0	0	-7.9918	-44.3726	3.7713	7.23	-3.815	-2.0907	-7.1767	2.5075	-3.131	-0.5255
HG03401	AFR	AFR	0	1	0	0	0	62.8615	-18.6387	0.4621	0.5034	2.1235	-0.6035	-0.9002	8.5168	-1.5535	-2.8862
HG03775	SAS	SAS	0	0	0	1	0	1.4621	-7.1104	-20.1491	-4.573	1.4144	-6.4224	-8.5318	3.6453	1.8245	-3.3426
NA19777	AMR	AMR	0	0.0214	0.9786	0	0	3.952	-6.9837	11.7751	-11.4751	4.5928	0.4941	-3.1762	-0.1966	-0.1836	-4.17
HG03294	AFR	AFR	0	1	0	0	0	61.5705	-18.0478	-2.0189	1.6869	1.5539	-1.1966	-3.9501	3.2933	-0.0054	-1.6926
NA19393	AFR	AFR	0	1	0	0	0	60.8207	-16.9272	0.4672	2.7481	1.8946	-1.7057	-2.7013	-0.0817	-0.1436	-2.6793
NA18534	EAS	EAS	1	0	0	0	0	-6.2542	-44.0603	3.3414	6.9224	-2.5567	-1.7347	-1.5424	2.3044	-2.254	2.3413
HG04100	SAS	SAS	0	0	0	1	0	2.999	-7.9973	-18.2207	-6.7568	-0.6234	-5.0801	-2.9397	4.8028	-6.8505	-0.5596
HG00634	EAS	EAS	1	0	0	0	0	-6.203	-46.0491	1.0986	7.6188	1.0208	-2.9563	-3.8562	6.8102	-2.7233	-4.3298
HG00369	EUR	EUR	0	0	0	0	0.9999	-2.8391	9.0001	3.8602	8.2468	4.3276	8.6208	-1.1624	2.4071	-0.8792	4.4343
HG01918	AMR	AMR	0	3e-4	0.9997	0	0	-6.4044	-17.8216	22.4768	-28.6942	4.0922	-3.7544	-2.5885	4.9798	-1.9875	-0.9531
HG03224	AFR	AFR	0	0.9998	2e-4	0	0	62.5782	-17.3072	1.6908	1.3456	0.9164	-2.2916	-2.3127	2.6834	-0.1285	-0.5796
NA12842	EUR	EUR	0	0	0.0662	0	0.9338	-0.8174	13.1783	4.8289	10.6538	3.6758	-3.1529	-1.9464	4.1309	-2.3492	-2.1925
NA21091	SAS	SAS	0	0	0	1	0	2.114	-4.2957	-20.2387	-4.2966	2.5617	-3.1046	-6.9161	5.9743	1.832	-1.5588
HG03577	AFR	AFR	0	0.9997	3e-4	0	0	63.139	-16.7658	-0.8105	1.4335	-0.5173	-3.1008	-0.4331	5.3071	1.1413	-0.2875
HG00436	EAS	EAS	1	0	0	0	0	-7.3117	-44.2093	2.6143	8.3714	2.4846	-4.5725	-1.3978	4.3928	-1.9018	-2.7191
HG03874	SAS	SAS	0	0	0	1	0	1.3416	-7.2107	-18.8037	-2.2024	2.228	-4.3243	-2.3594	5.8277	-2.667	-4.7017
HG02621	AFR	AFR	0	0.998	0.002	0	0	61.5336	-16.9207	0.259	1.858	0.2138	-2.2604	-0.8091	6.3863	-3.4476	-2.9503
HG04229	SAS	SAS	0	0	0	1	0	2.3609	-8.9399	-18.6906	-4.8404	4.5001	-1.2507	-2.0924	3.7974	-0.9697	-0.4932
HG03689	SAS	SAS	0	0	0	1	0	0.3171	-8.6176	-19.4906	-5.6376	0.0972	-1.1158	-4.4925	5.973	0.2177	-2.0037
HG00982	EAS	EAS	1	0	0	0	0	-8.0237	-43.2199	1.2957	8.1645	8.7159	-5.4463	-1.5509	3.5649	2.7191	-0.6499
HG02053	AFR	AFR	0	1	0	0	0	57.1918	-16.3697	0.0987	3.5279	1.2611	-3.5583	-3.3717	2.1795	1.208	-1.6017
NA18608	EAS	EAS	1	0	0	0	0	-9.598	-42.0247	3.9652	6.8555	-2.9324	0.3068	-3.7649	5.0833	-0.228	-0.3945
NA18596	EAS	EAS	1	0	0	0	0	-9.2384	-44.1717	3.0032	8.2823	0.2383	-2.7182	0.6647	5.1019	-2.45	-0.5358
HG00614	EAS	EAS	1	0	0	0	0	-6.0069	-43.333	2.4902	8.1828	0.5576	0.3909	-4.2058	6.783	-0.8885	-4.5241
NA20299	AFR	AFR	0	0.9557	0.0443	0	0	23.8621	-17.54	10.2346	-14.4202	-3.6111	-0.2378	-2.0816	7.27	-0.4591	1.4272
HG01173	AMR	AMR	0	1e-4	0.9919	4e-4	0.0076	4.6594	6.4825	5.1123	4.7055	2.4513	-9.8534	-1.5328	4.7546	1.2453	-6.2364
NA20859	SAS	SAS	0	0	0	1	0	0.7745	-5.2918	-19.5019	-3.6867	4.937	-3.5368	-4.1641	8.8076	-1.6449	-2.8583
HG01119	AMR	AMR	0	1e-4	0.5526	0.0013	0.446	0.6465	8.2719	6.3815	1.3784	2.3027	-4.3959	5.145	3.7142	1.2384	4.6077
HG00380	EUR	EUR	0	0	0.0012	0	0.9988	0.1529	11.2029	5.7475	7.5278	2.771	3.4577	-6.1879	5.5873	-2.5862	1.3005
HG01953	AMR	AMR	0	0.0058	0.9942	0	0	-6.7352	-21.3667	22.155	-34.8344	1.9595	-4.9631	-3.9722	6.1836	1.0689	-4.7233
NA20819	EUR	EUR	0	0	1e-4	0	0.9999	0.9184	10.9226	5.6255	9.2836	3.7833	-7.4911	-10.169	0.8077	-3.5706	-2.0079
HG02064	EAS	EAS	1	0	0	0	0	-7.9937	-43.2367	1.2327	7.0596	6.1779	-4.8448	-5.7843	3.8909	1.0636	-3.4023
NA19184	AFR	AFR	0	1	0	0	0	62.3618	-18.7043	0.1905	0.3021	1.256	-2.9879	-5.9273	4.9257	-1.6475	-2.5694
HG02265	AMR	AMR	0	0	1	0	0	-7.3699	-21.0686	23.738	-36.7951	4.2738	-2.692	-3.7286	3.3026	-2.0209	-6.8698
HG04239	SAS	SAS	0	0	0	1	0	2.4436	-8.9714	-20.3944	-4.2478	-0.4064	-4.2903	-4.8756	0.1913	-2.8646	-2.1589
HG00349	EUR	EUR	0	0	0	0	1	-1.9135	8.6115	4.9753	8.5612	3.0525	7.8328	-9.7438	3.6538	1.1407	-0.0824
HG02808	AFR	AFR	0	0.999	0.001	0	0	61.4165	-16.7496	-0.072	2.0465	-0.1012	-2.7382	-2.5785	4.5029	-3.9766	-3.7033
HG03111	AFR	AFR	0	0.9994	6e-4	0	0	62.4565	-18.4754	0.6519	1.1105	1.7088	-1.2989	-7.5335	4.8487	-1.613	-1.7684
HG03049	AFR	AFR	0	1	0	0	0	60.9709	-17.1851	0.5088	2.0993	1.4294	-0.4057	-0.9656	7.5163	-1.519	0.6439
HG00583	EAS	EAS	1	0	0	0	0	-6.8442	-45.4147	2.1641	7.3321	3.3122	-1.0078	-0.417	4.4021	-4.2087	-3.2877
HG00268	EUR	EUR	0	0	8e-4	0	0.9992	0.1582	8.9303	5.1669	6.8678	6.3881	4.6217	-1.5826	4.5262	0.8026	-2.4178
NA18971	EAS	EAS	1	0	0	0	0	-8.9565	-44.439	3.8317	4.5917	-6.6235	-1.6682	-4.2401	6.6496	0.7768	-5.9147
NA19093	AFR	AFR	0	1	0	0	0	63.3559	-17.1795	4e-4	2.62	0.8149	0.7965	-3.1955	3.115	-1.1415	-0.5196
NA11919	EUR	EUR	0	0	0.0019	0	0.9981	0.602	14.0515	5.8566	7.3681	4.66	-2.7727	-11.6962	3.4187	1.939	-0.151
HG01437	EUR	AMR	0	0	0.0349	0	0.9651	0.9108	8.3694	5.694	3.7952	-2.4883	-5.6363	-4.887	9.4604	-4.2283	2.157
NA20359	AFR	AFR	0	0.9982	0.0018	0	0	48.2231	-11.073	1.4078	1.7362	6.7452	-1.1891	1.3903	2.932	-4.264	0.008
NA19334	AFR	AFR	0	0.9996	4e-4	0	0	60.2547	-16.975	-1.4761	2.1149	6.3568	-4.574	-5.9114	-1.4895	-2.6046	1.6052
NA21123	SAS	SAS	0	0	0	1	0	1.2926	-5.0145	-18.8793	-4.5322	1.7547	-2.8604	-4.9018	6.7912	-0.6262	-1.438
NA12760	EUR	EUR	0	0	0.0042	0	0.9958	0.6952	12.791	4.5644	9.79	2.8635	1.0981	-4.3237	3.0505	1.8573	0.7467
HG01374	AMR	AMR	0	0	1	0	0	-1.5781	4.1523	11.2992	-3.8751	4.6705	-6.7953	-1.7923	5.8318	-4.2032	-4.2691
HG00596	EAS	EAS	1	0	0	0	0	-7.35	-46.0543	0.9544	6.8244	0.652	-0.7053	-2.5142	5.4225	-0.7855	0.3468
NA19452	AFR	AFR	0	1	0	0	0	58.6329	-16.675	-0.5981	1.8502	5.2958	-2.997	-5.3994	1.3302	-0.1054	-0.6692
HG02852	AFR	AFR	0	0.9997	3e-4	0	0	60.7889	-17.1954	-0.9816	1.7338	0.9086	-2.1262	2.6183	5.8332	-2.5165	-2.629
HG01092	AMR	AMR	0	0	0.9674	2e-4	0.0324	16.7745	1.0173	6.2431	1.9603	1.9745	-5.9894	-2.5489	4.7985	0.8093	-2.1215
HG03885	SAS	SAS	0	0	0	1	0	1.6043	-7.2557	-20.7569	-6.6151	-0.4143	-0.6404	1.5281	1.5862	-1.2858	-0.6767
NA20801	EUR	EUR	0	0	0.0169	0	0.9831	1.5688	13.8492	5.5546	10.5186	1.745	-9.0092	-7.3586	2.1263	-2.886	0.2529
HG03945	SAS	SAS	0	0	0	1	0	1.5858	-8.4018	-19.7989	-4.8705	1.8302	0.2558	-0.5192	-1.191	-0.3307	-3.0647
HG02408	EAS	EAS	1	0	0	0	0	-6.5855	-42.446	1.0668	7.9414	8.5321	-1.3525	-4.6269	4.6827	-3.4423	-0.6827
HG00315	EUR	EUR	0	0	2e-4	0	0.9998	-0.4366	7.0755	3.8325	5.771	6.528	7.7104	-8.2719	7.2015	-3.0588	0.74
HG02409	EAS	EAS	1	0	0	0	0	-6.9636	-42.7895	1.6162	9.7063	6.1397	-7.584	-0.3823	3.0192	-1.34	0.243
HG01384	AMR	AMR	0	0	0.9939	1e-4	0.006	2.0428	1.1385	10.5213	-1.9236	1.0756	-3.8382	-5.3056	2.9099	-4.799	-3.501
HG01441	AMR	AMR	0	2e-4	0.9998	0	0	-1.0395	-4.7875	9.7716	-11.3267	2.8265	-5.6796	-6.8893	3.8581	-3.1332	-5.0616
HG01779	EUR	EUR	0	0	0.1186	0	0.8814	2.2884	12.8843	5.4661	11.3992	-1.2749	-8.6158	-4.2467	4.7705	1.1834	-2.8768
HG01632	EUR	EUR	0	0	0.3033	1e-4	0.6965	2.1513	12.7927	5.1755	10.6456	-0.9159	-7.2896	-5.0821	7.5661	-2.0586	-2.8111
HG02652	SAS	SAS	0	0	0	1	0	-0.1847	-1.9985	-13.6029	-4.2125	0.4876	-1.1695	-0.3038	7.2348	-2.946	-5.5144
NA20518	EUR	EUR	0	0	0.0024	0	0.9976	2.1408	11.5155	3.8735	7.304	1.807	-6.816	-5.1585	4.6686	-5.4264	1.8485
HG00956	EAS	EAS	1	0	0	0	0	-7.3069	-43.7878	1.7011	7.481	9.1024	-2.1225	-6.0561	5.811	-0.077	-3.9949
HG02048	EAS	EAS	1	0	0	0	0	-6.691	-43.3142	0.2203	7.728	7.2357	-4.1993	-0.9276	3.6525	-4.2066	-2.4993
HG02501	AFR	AFR	0	0.9949	0.0051	0	0	50.2263	-10.5935	0.9227	3.0534	-1.0146	-0.9035	-6.8947	3.3282	1.0327	2.255
HG03977	SAS	SAS	0	0	0	1	0	0.2823	-11.3013	-23.1362	-5.6976	2.8476	-2.6322	-2.0513	3.1363	0.4101	-0.934
NA18522	AFR	AFR	0	0.9998	2e-4	0	0	63.4177	-16.9963	0.4305	0.6905	2.251	-2.3196	-4.3974	7.305	0.1134	-2.0995
HG00136	EUR	EUR	0	0	0.006	0	0.994	0.5776	12.8316	5.9304	7.9583	6.1135	0.1635	-11.0775	6.7426	-4.4402	-2.6205
NA19085	EAS	EAS	1	0	0	0	0	-7.7256	-43.624	2.4346	3.151	-9.9229	-3.5141	-1.0496	-0.3317	1.7817	-4.612
HG00129	EUR	EUR	0	0	7e-4	0	0.9993	0.0991	14.0337	5.4341	8.6692	4.7476	-0.0415	0.5058	5.7272	2.2286	-5.5912
NA20868	SAS	SAS	0	0	0	1	0	0.8901	-5.8985	-19.5156	-8.1982	4.6734	-0.6185	-6.6347	5.5623	-4.2665	-1.0071
HG02561	AFR	AFR	0	1	0	0	0	60.9892	-16.5226	-1.4522	2.165	3.1713	-1.7859	-3.7991	5.7994	-3.0629	-1.7109
NA12234	EUR	EUR	0	0	0.0058	0	0.9942	-0.4592	12.7863	5.3682	10.545	3.8254	-0.4718	-0.8455	3.0174	-1.1147	-4.4147
HG03446	AFR	AFR	0	1	0	0	0	63.3452	-17.6384	0.9933	0.8376	0.8264	-2.9736	-3.4793	3.7669	-2.0211	2.693
HG03300	AFR	AFR	0	1	0	0	0	61.5475	-17.1168	0.4042	2.2487	1.7881	-2.7721	-5.5666	4.0591	-2.5074	-2.9335
NA18579	EAS	EAS	1	0	0	0	0	-6.6198	-43.6358	2.0554	7.0002	-2.9575	-2.4718	-5.1558	3.4583	-1.2263	-1.8109
NA20903	SAS	SAS	0	0	0	1	0	0.9597	-4.4747	-16.9439	-3.8144	1.4041	-5.3862	-8.3102	5.0502	-2.5825	-5.6769
HG03902	SAS	SAS	0	0	0	1	0	-0.0611	-10.292	-15.1949	-4.1665	1.0161	-2.1712	-4.382	4.0322	-5.6759	-3.053
HG01354	AMR	AMR	0	1e-4	0.9999	0	0	1.8146	8.7402	7.6183	0.7548	-0.2038	-6.6746	-1.7236	10.0481	-3.5769	-0.8944
NA19080	EAS	EAS	1	0	0	0	0	-7.9423	-43.6486	3.4239	7.4929	-7.0919	-3.3473	-3.3188	6.479	3.2443	-2.7298
HG04177	SAS	SAS	0	0	0	1	0	-0.2421	-9.635	-17.4116	-1.1212	1.2398	-3.7953	-6.2455	0.905	-0.3337	2.7335
NA20508	EUR	EUR	0	0	0.4679	1e-4	0.532	2.8245	12.4681	4.8053	9.0922	1.594	-7.1554	-7.3294	6.6995	-6.1725	-2.9292
HG03744	SAS	SAS	0	0	0	1	0	1.4872	-9.2011	-17.3799	-4.7701	4.9598	-4.0978	-2.7733	1.605	0.1661	-4.4799
NA19429	AFR	AFR	0	1	0	0	0	60.4246	-17.6432	-1.0673	0.921	3.4077	-3.5583	-6.2066	3.7544	0.9311	0.6082
HG00566	EAS	EAS	1	0	0	0	0	-7.8172	-43.4174	2.8976	8.1251	2.1953	-3.4095	-0.7196	6.7389	0.6175	-2.9752
HG03802	SAS	SAS	0	0	0	1	0	-0.8216	-11.6923	-17.6798	-2.1959	1.7077	-4.9494	-3.8011	5.4753	-3.3202	-5.9719
NA19374	AFR	AFR	0	0.9989	0.0011	0	0	59.6421	-16.4711	0.4773	3.1325	3.0666	-3.348	-6.4106	-1.9386	-0.9206	-1.2529
HG02391	EAS	EAS	1	0	0	0	0	-8.2525	-44.6716	1.0097	8.3893	9.9268	-4.6698	-4.6522	1.9149	-0.8681	-0.4741
HG01762	EUR	EUR	0	0	0.0095	0	0.9905	2.2995	12.6313	4.6763	9.7091	2.829	-6.8687	-1.7082	3.4228	-3.4376	-6.155
HG03779	SAS	SAS	0	0	0	1	0	0.6787	-7.9143	-19.7354	-4.0072	3.3523	-0.4663	-3.1081	4.3863	2.1291	-1.8831
HG02419	AFR	AFR	0	1	0	0	0	57.7809	-15.9065	-0.2377	1.6638	2.2721	-4.6082	-4.6594	4.3637	-2.2891	-1.0406
HG02427	AFR	AFR	0	0.9994	6e-4	0	0	56.4633	-14.7235	1.3931	1.8372	-1.0813	-2.3772	-6.8016	3.0331	-3.8057	0.0089
HG02010	AFR	AFR	0	0.9991	9e-4	0	0	53.3113	-12.0686	-0.024	4.0969	2.6228	0.0722	-7.9834	7.3824	-0.545	-1.1956
NA12812	EUR	EUR	0	0	0.1719	0	0.8281	-0.1184	13.0695	4.8488	10.0232	3.5266	-2.5986	-1.6112	4.72	-2.3135	-3.0836
HG02505	AFR	AFR	0	0.9976	0.0024	0	0	56.5394	-14.9857	1.7524	1.1694	3.2175	-4.1897	-5.6648	5.9997	0.9549	-2.3141
HG03055	AFR	AFR	0	1	0	0	0	61.9551	-17.3119	-0.022	0.142	3.2584	-3.9701	-3.3287	5.4772	-2.9903	-1.4877
HG03808	SAS	SAS	0	0	0	1	0	-0.5136	-13.1329	-14.8334	-4.3964	2.4549	-2.854	-4.9958	0.7796	-2.1406	0.2769
NA20753	EUR	EUR	0	0	0.0135	0	0.9865	0.2637	12.0642	5.7329	10.0385	-0.6482	-5.5866	-6.171	3.5273	-1.8156	2.3022
HG01936	AMR	AMR	0	0.005	0.995	0	0	-2.6545	-13.9932	18.6533	-22.911	2.0238	-4.3329	-2.88	2.5624	0.8804	-1.7866
NA19676	AMR	AMR	0	0	0.9203	5e-4	0.0793	0.8905	-0.0681	8.7586	-6.0055	0.0805	-1.7725	-6.5731	3.2151	-7.146	-0.1841
HG03619	SAS	SAS	0	0	0	1	0	1.0274	-1.0969	-10.0363	-1.5408	1.0913	-1.6826	-10.2142	8.6116	-2.0833	1.2852
HG03829	SAS	SAS	0	0	0	1	0	-0.5253	-12.7247	-16.9446	-3.9455	1.2492	-2.2487	-1.2263	5.8717	0.6977	-3.651
NA20758	EUR	EUR	0	0	0.0237	0	0.9763	2.3499	12.3484	3.4707	10.2396	-2.3154	-5.9561	-4.1349	-0.2038	-1.7529	2.9572
HG00358	EUR	EUR	0	0	4e-4	0	0.9996	-0.2458	6.0717	4.9952	9.6113	3.3204	8.6039	-3.2846	5.7397	-2.5758	1.4262
HG02140	EAS	EAS	1	0	0	0	0	-6.388	-41.8543	-0.0338	8.0538	4.0174	-5.3936	-5.2791	5.6705	-0.9031	-0.5068
NA19321	AFR	AFR	0	0.999	0.001	0	0	58.7166	-17.4234	-1.2568	2.2806	4.0214	-6.0153	-5.7593	0.4165	-2.471	-3.3431
NA19152	AFR	AFR	0	1	0	0	0	62.7765	-17.7596	-1.2827	0.9568	3.0611	-2.7157	-7.5296	3.0263	1.5197	-1.9443
NA12347	EUR	EUR	0	0	6e-4	0	0.9994	0.2308	11.0946	5.6272	8.531	1.0696	0.4251	-5.5655	7.1175	-2.0561	-4.4268
HG02700	SAS	SAS	0	0	0	1	0	1.9156	-2.507	-11.6421	-1.1477	3.0308	-1.5642	-1.9845	5.0772	-4.1363	-4.2258
HG04134	SAS	SAS	0	0	0	1	0	0.3047	-10.5387	-15.93	-5.0671	-1.0738	-5.8298	-5.4055	4.3678	-4.734	-0.0923
NA18947	EAS	EAS	1	0	0	0	0	-7.7056	-42.9633	2.3411	6.1319	-6.1488	-2.8833	-5.489	4.1627	-1.7929	2.4649
HG03857	SAS	SAS	0	0	0	1	0	1.3813	-9.3847	-20.1899	-3.9289	1.2401	0.6905	1.0577	3.552	0.9283	-0.8215
NA20803	EUR	EUR	0	0	0.0116	0	0.9884	1.3942	12.7217	5.015	9.2462	0.0344	-7.2185	-5.6764	5.2408	-5.1256	2.5153
NA20528	EUR	EUR	0	0	0.0249	0	0.9751	-0.8566	12.1845	4.798	8.4873	1.2425	-6.5445	-3.4454	2.6872	-0.8637	-2.1345
NA21124	SAS	SAS	0	0	0	1	0	-0.3921	-4.8701	-18.7457	-5.2408	0.9572	-6.4563	-7.1268	8.2265	-1.4335	-0.9426
NA19904	AFR	AFR	0	0.9934	0.0066	0	0	52.4368	-12.1627	0.5812	0.7945	-0.5732	-3.6316	-2.803	3.1119	-1.6158	-2.3188
NA19788	AMR	AMR	0	0.0025	0.9975	0	0	-0.1294	-13.5745	15.4623	-21.2937	-3.1786	-5.4492	-5.4375	3.6592	-4.935	3.6554
HG03755	SAS	SAS	0	0	0	1	0	2.1943	-8.1511	-18.36	-5.097	-0.739	-0.8583	3.4166	8.2573	-1.1625	-4.5917
NA20276	AFR	AFR	0	0.9999	1e-4	0	0	50.3153	-11.8836	0.457	1.838	-0.2845	-0.1088	-5.7481	6.8716	2.593	2.3238
NA19445	AFR	AFR	0	1	0	0	0	59.303	-16.1079	-1.0508	2.5166	3.3615	-4.0644	-5.2221	0.1512	-4.2082	-2.7778
NA18555	EAS	EAS	1	0	0	0	0	-6.5783	-43.3173	2.6381	7.4709	0.6132	-2.09	-3.2855	2.8669	-3.0326	-3.0945
HG03911	SAS	SAS	0	0	0	1	0	0.7496	-9.1673	-17.3658	-2.1847	0.5231	-1.8081	-0.6329	1.2069	-2.174	-1.4976
HG01248	AMR	AMR	0	0	0.6059	4e-4	0.3937	6.8896	5.2768	6.1276	2.5291	2.5091	-3.8283	-2.6848	11.6882	-0.8664	-0.3983
HG03898	SAS	SAS	0	0	0	1	0	1.7526	-9.0165	-19.2279	-3.2622	2.9957	-2.3774	-4.9388	3.2587	-4.096	-0.2721
NA20511	EUR	EUR	0	0	0.0196	0	0.9804	1.9189	12.7156	4.0679	7.4863	2.8074	-8.1393	-6.4021	4.8891	-3.1986	-0.4101
NA19185	AFR	AFR	0	1	0	0	0	62.9497	-18.1524	0.959	1.5041	1.472	-3.2913	-4.7571	3.1743	0.095	1.7443
HG00409	EAS	EAS	1	0	0	0	0	-7.9269	-46.4004	3.6392	7.393	4.7616	-2.2434	-1.6641	3.3466	-2.4889	-0.7745
NA19248	AFR	AFR	0	0.9999	1e-4	0	0	63.5491	-16.8479	0.2238	0.3857	2.0414	-6.3362	-3.9785	5.4961	-0.3553	-2.6382
NA21106	SAS	SAS	0	0	0	1	0	1.0958	-8.4348	-18.5124	-5.6669	1.8777	-4.4324	-8.527	7.4428	-3.5163	-2.3507
HG02882	AFR	AFR	0	0.9999	1e-4	0	0	60.6999	-16.8888	0.163	1.5953	1.8564	-3.1677	-1.8268	1.5412	-3.0819	0.7068
HG02661	SAS	SAS	0	0	0	1	0	1.43	-3.0106	-14.1565	-3.2204	3.1262	-1.1624	0.1602	6.9402	-2.4557	-4.9103
HG03557	AFR	AFR	0	1	0	0	0	63.2448	-18.1257	0.0904	1.5782	3.4281	-1.2271	-2.2019	8.1095	-2.1253	-0.2466
HG03105	AFR	AFR	0	0.9999	1e-4	0	0	62.8131	-17.3731	-0.6422	0.3683	1.4604	-1.7888	-7.2776	5.329	-1.1129	-1.697
HG02390	EAS	EAS	1	0	0	0	0	-7.5866	-43.0065	0.9909	6.4115	7.1506	-5.123	-4.7847	3.3939	0.052	-4.7494
NA19474	AFR	AFR	0	0.9994	6e-4	0	0	58.7833	-17.3134	0.2481	0.5417	3.5707	-2.9656	-4.758	1.0405	-0.5074	-2.375
NA18933	AFR	AFR	0	1	0	0	0	63.5632	-18.7828	0.9796	1.7576	3.1709	-1.0096	-4.424	6.9098	-0.6076	-0.0979
HG03897	SAS	SAS	0	0	0	1	0	0.8646	-6.5665	-19.4219	-4.1994	0.5448	-5.7435	-1.8656	3.1395	0.1636	-1.8322
NA21086	SAS	SAS	0	0	0	1	0	0.1702	-6.0572	-18.6967	-5.4784	0.5658	-2.8032	-3.1512	8.0556	-5.6324	-1.2885
HG03455	AFR	AFR	0	1	0	0	0	62.2647	-19.4309	0.8514	2.1849	1.7953	-2.9763	-1.399	7.6246	-2.4558	-3.3784
